truck_id,timestamp,anomaly_score,is_anomaly,is_anomaly_cal
LKW-01,2026-04-23 00:00:00,-0.05486932540471401,1,1
LKW-01,2026-04-23 00:30:00,-0.05484111567238581,1,1
LKW-01,2026-04-23 01:00:00,0.02021259523534641,0,0
LKW-01,2026-04-23 01:30:00,0.037571159189342784,0,0
LKW-01,2026-04-23 02:00:00,-0.005380729519946281,1,0
LKW-01,2026-04-23 02:30:00,-0.0033205285022457898,1,0
LKW-01,2026-04-23 03:00:00,0.04543333597675919,0,0
LKW-01,2026-04-23 03:30:00,0.028104699609888817,0,0
LKW-01,2026-04-23 04:00:00,0.0011759528280785303,0,0
LKW-01,2026-04-23 04:30:00,0.03981490512275482,0,0
LKW-01,2026-04-23 05:00:00,0.02729118894888788,0,0
LKW-01,2026-04-23 05:30:00,0.05282933676797863,0,0
LKW-01,2026-04-23 06:00:00,0.04976374309395204,0,0
LKW-01,2026-04-23 06:30:00,0.05859692160728791,0,0
LKW-01,2026-04-23 07:00:00,0.06723647416785261,0,0
LKW-01,2026-04-23 07:30:00,0.05416858584310558,0,0
LKW-01,2026-04-23 08:00:00,0.06128702727703833,0,0
LKW-01,2026-04-23 08:30:00,0.05260070942798306,0,0
LKW-01,2026-04-23 09:00:00,0.0064976863258514594,0,0
LKW-01,2026-04-23 09:30:00,0.023301649365217558,0,0
LKW-01,2026-04-23 10:00:00,0.05288300675083685,0,0
LKW-01,2026-04-23 10:30:00,0.007393718383109205,0,0
LKW-01,2026-04-23 11:00:00,0.05704189196679471,0,0
LKW-01,2026-04-23 11:30:00,0.06055768852998289,0,0
LKW-01,2026-04-23 12:00:00,0.05047410067417368,0,0
LKW-01,2026-04-23 12:30:00,0.05277557041618258,0,0
LKW-01,2026-04-23 13:00:00,0.054161803681834264,0,0
LKW-01,2026-04-23 13:30:00,0.04176604654620569,0,0
LKW-01,2026-04-23 14:00:00,0.04419862218159182,0,0
LKW-01,2026-04-23 14:30:00,0.0727161174460011,0,0
LKW-01,2026-04-23 15:00:00,0.06544540825988515,0,0
LKW-01,2026-04-23 15:30:00,0.04983063178690539,0,0
LKW-01,2026-04-23 16:00:00,0.03553746793407042,0,0
LKW-01,2026-04-23 16:30:00,0.042543921059658985,0,0
LKW-01,2026-04-23 17:00:00,0.05644931190906527,0,0
LKW-01,2026-04-23 17:30:00,0.05941627441128633,0,0
LKW-01,2026-04-23 18:00:00,0.07214536321318454,0,0
LKW-01,2026-04-23 18:30:00,0.0658498257605859,0,0
LKW-01,2026-04-23 19:00:00,0.07348816920702439,0,0
LKW-01,2026-04-23 19:30:00,0.05701570101082404,0,0
LKW-01,2026-04-23 20:00:00,0.04627127692439764,0,0
LKW-01,2026-04-23 20:30:00,0.07389331633445628,0,0
LKW-01,2026-04-23 21:00:00,0.07372331376022617,0,0
LKW-01,2026-04-23 21:30:00,0.06910029314987248,0,0
LKW-01,2026-04-23 22:00:00,0.04351229582555549,0,0
LKW-01,2026-04-23 22:30:00,0.06611939220347945,0,0
LKW-01,2026-04-23 23:00:00,0.03550535216388001,0,0
LKW-01,2026-04-23 23:30:00,0.07032160682252403,0,0
LKW-01,2026-04-24 00:00:00,0.07032313523252659,0,0
LKW-01,2026-04-24 00:30:00,0.051762279119095866,0,0
LKW-01,2026-04-24 01:00:00,0.06354713924480576,0,0
LKW-01,2026-04-24 01:30:00,0.04996334254812945,0,0
LKW-01,2026-04-24 02:00:00,0.03074389091182339,0,0
LKW-01,2026-04-24 02:30:00,0.04663999034145605,0,0
LKW-01,2026-04-24 03:00:00,0.0616388779046832,0,0
LKW-01,2026-04-24 03:30:00,0.05892091035459751,0,0
LKW-01,2026-04-24 04:00:00,0.05680580208869046,0,0
LKW-01,2026-04-24 04:30:00,0.005463256234002067,0,0
LKW-01,2026-04-24 05:00:00,0.012268192205466488,0,0
LKW-01,2026-04-24 05:30:00,0.013076294559050683,0,0
LKW-01,2026-04-24 06:00:00,0.057385571333763596,0,0
LKW-01,2026-04-24 06:30:00,0.023626761581533595,0,0
LKW-01,2026-04-24 07:00:00,0.0452698786911338,0,0
LKW-01,2026-04-24 07:30:00,0.04448916696609556,0,0
LKW-01,2026-04-24 08:00:00,0.045374964937820284,0,0
LKW-01,2026-04-24 08:30:00,0.05884497093481883,0,0
LKW-01,2026-04-24 09:00:00,0.04385451629571219,0,0
LKW-01,2026-04-24 09:30:00,0.05693795140738922,0,0
LKW-01,2026-04-24 10:00:00,0.053740196854943356,0,0
LKW-01,2026-04-24 10:30:00,0.043552231939907926,0,0
LKW-01,2026-04-24 11:00:00,0.05079516285116953,0,0
LKW-01,2026-04-24 11:30:00,0.037950589537947166,0,0
LKW-01,2026-04-24 12:00:00,0.020038021027009523,0,0
LKW-01,2026-04-24 12:30:00,0.0383778454726969,0,0
LKW-01,2026-04-24 13:00:00,0.03219497561897411,0,0
LKW-01,2026-04-24 13:30:00,0.027231011798824922,0,0
LKW-01,2026-04-24 14:00:00,0.05133033753147309,0,0
LKW-01,2026-04-24 14:30:00,0.0500906729262352,0,0
LKW-01,2026-04-24 15:00:00,0.017322904666453753,0,0
LKW-01,2026-04-24 15:30:00,0.050157602170084414,0,0
LKW-01,2026-04-24 16:00:00,0.029331218793805736,0,0
LKW-01,2026-04-24 16:30:00,0.024523736023582543,0,0
LKW-01,2026-04-24 17:00:00,0.04451434864577203,0,0
LKW-01,2026-04-24 17:30:00,0.062451239272018566,0,0
LKW-01,2026-04-24 18:00:00,0.051964956433067755,0,0
LKW-01,2026-04-24 18:30:00,0.011399353726598616,0,0
LKW-01,2026-04-24 19:00:00,0.030303582705998977,0,0
LKW-01,2026-04-24 19:30:00,0.05116092884589446,0,0
LKW-01,2026-04-24 20:00:00,0.07174637509979731,0,0
LKW-01,2026-04-24 20:30:00,0.08505307446178861,0,0
LKW-01,2026-04-24 21:00:00,0.05216557827518803,0,0
LKW-01,2026-04-24 21:30:00,0.07515490660629603,0,0
LKW-01,2026-04-24 22:00:00,0.08614769802583472,0,0
LKW-01,2026-04-24 22:30:00,0.04394116120438474,0,0
LKW-01,2026-04-24 23:00:00,0.04810782029974736,0,0
LKW-01,2026-04-24 23:30:00,0.06770295036544333,0,0
LKW-01,2026-04-25 00:00:00,0.06294114238459159,0,0
LKW-01,2026-04-25 00:30:00,0.07839721383574066,0,0
LKW-01,2026-04-25 01:00:00,0.03172707618569032,0,0
LKW-01,2026-04-25 01:30:00,0.07482199309311377,0,0
LKW-01,2026-04-25 02:00:00,0.0783228607658753,0,0
LKW-01,2026-04-25 02:30:00,0.06685491716540176,0,0
LKW-01,2026-04-25 03:00:00,0.06723384845230496,0,0
LKW-01,2026-04-25 03:30:00,0.06643078902696481,0,0
LKW-01,2026-04-25 04:00:00,0.07312232076093789,0,0
LKW-01,2026-04-25 04:30:00,0.033819932539216835,0,0
LKW-01,2026-04-25 05:00:00,0.06337560391700509,0,0
LKW-01,2026-04-25 05:30:00,0.06897478588159128,0,0
LKW-01,2026-04-25 06:00:00,0.0635476739573268,0,0
LKW-01,2026-04-25 06:30:00,0.05767012675673561,0,0
LKW-01,2026-04-25 07:00:00,0.030154703170139296,0,0
LKW-01,2026-04-25 07:30:00,0.0583487276853375,0,0
LKW-01,2026-04-25 08:00:00,0.0510274356212953,0,0
LKW-01,2026-04-25 08:30:00,0.03276219178194395,0,0
LKW-01,2026-04-25 09:00:00,0.046151953645901855,0,0
LKW-01,2026-04-25 09:30:00,0.08536713544095259,0,0
LKW-01,2026-04-25 10:00:00,0.04452790064937534,0,0
LKW-01,2026-04-25 10:30:00,0.052737853871200724,0,0
LKW-01,2026-04-25 11:00:00,0.07370282482999851,0,0
LKW-01,2026-04-25 11:30:00,0.05631177821364369,0,0
LKW-01,2026-04-25 12:00:00,0.07355333111164886,0,0
LKW-01,2026-04-25 12:30:00,0.03390198675236539,0,0
LKW-01,2026-04-25 13:00:00,0.04444500288316655,0,0
LKW-01,2026-04-25 13:30:00,0.02562196708779163,0,0
LKW-01,2026-04-25 14:00:00,0.06260995774176298,0,0
LKW-01,2026-04-25 14:30:00,0.06782364642922561,0,0
LKW-01,2026-04-25 15:00:00,0.051383171306377096,0,0
LKW-01,2026-04-25 15:30:00,0.08138767397586,0,0
LKW-01,2026-04-25 16:00:00,0.02790755054568944,0,0
LKW-01,2026-04-25 16:30:00,0.07106914756550126,0,0
LKW-01,2026-04-25 17:00:00,0.0749865600302771,0,0
LKW-01,2026-04-25 17:30:00,0.0677642408554337,0,0
LKW-01,2026-04-25 18:00:00,0.024500791454549475,0,0
LKW-01,2026-04-25 18:30:00,0.0735589083656053,0,0
LKW-01,2026-04-25 19:00:00,0.09122276711423327,0,0
LKW-01,2026-04-25 19:30:00,0.060198682953852944,0,0
LKW-01,2026-04-25 20:00:00,0.03169225250009744,0,0
LKW-01,2026-04-25 20:30:00,0.05938945814893021,0,0
LKW-01,2026-04-25 21:00:00,0.060745056715853674,0,0
LKW-01,2026-04-25 21:30:00,0.04106535363201236,0,0
LKW-01,2026-04-25 22:00:00,0.05462207618888304,0,0
